gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ACTR1A,5.582681952,0.104113962,0.343851298,0.302787753,0.762051617,0.999673974
SUFU,1.429411421,0.671704314,0.853370089,0.787119589,0.431211863,0.999673974
TRIM8,6.36670542,0.27164733,0.319215102,0.850985207,0.39477757,0.999673974
ARL3,2.20352642,0.082978067,0.566516991,0.146470571,0.883549921,0.999673974
SFXN2,0.827275959,-1.40963751,0.920087643,-1.532068734,0.125505474,0.999673974
WBP1L,2.848070979,1.242346754,0.68832356,1.804887738,0.071092251,0.999673974
BORCS7,5.608353619,-0.063804622,0.355460023,-0.179498729,0.857546115,0.999673974
CNNM2,1.808412847,-0.446380066,0.653283725,-0.683286677,0.494425711,0.999673974
NT5C2,3.331076297,0.196547054,0.487644164,0.403054252,0.686908314,0.999673974
PCGF6,1.4801816,-0.631282277,0.701714312,-0.899628618,0.368317922,0.999673974
TAF5,0.264979876,0.222007714,1.378021352,0.161106149,0.872009797,0.999673974
ATP5MD,35.13081645,0.315234558,0.163439694,1.928751522,0.053761717,0.999673974
PDCD11,2.027601159,-0.787957943,0.593522575,-1.327595573,0.184311748,0.999673974
CALHM2,4.779902471,0.971600372,0.404470805,2.402152048,0.016298932,0.757567487
NEURL1,0.514341585,-1.009962617,1.207450061,-0.836442557,0.402905979,0.999673974
SH3PXD2A,0.238684091,-0.874906362,1.571674222,-0.556671573,0.577751843,0.999673974
STN1,4.954652847,0.093016938,0.451656094,0.20594638,0.836832796,0.999673974
SLK,5.836317762,-0.603347957,0.349624603,-1.725702231,0.084400996,0.999673974
SFR1,1.353600623,0.239885822,0.736008921,0.325927872,0.744478927,0.999673974
GSTO1,8.946895968,-0.457550866,0.335218754,-1.364932186,0.172274365,0.999673974
ITPRIP,3.841375049,0.956219524,0.595911963,1.604632198,0.108574771,0.999673974
XPNPEP1,3.119982227,-0.176335022,0.517721026,-0.340598533,0.733405834,0.999673974
ADD3,22.58714165,0.038388733,0.193230764,0.19866781,0.842522606,0.999673974
MXI1,3.55289095,-0.242093702,0.529632454,-0.457097559,0.647600925,0.999673974
SMNDC1,6.781926453,-0.113261219,0.326472137,-0.346924609,0.728647958,0.999673974
DUSP5,1.485124734,1.732508251,0.713742186,2.427358624,0.015209213,0.748054994
SMC3,9.616837242,-0.003929931,0.292206212,-0.013449169,0.989269439,0.999673974
PDCD4-AS1,1.325381129,-1.370129056,0.788618573,-1.73737863,0.082320361,0.999673974
PDCD4,23.4628958,-0.351968363,0.258465788,-1.361759963,0.173273651,0.999673974
BBIP1,4.775093432,-0.332290217,0.404739049,-0.820998659,0.411647032,0.999673974
SHOC2,8.50559146,0.592310124,0.301864758,1.962170501,0.049742637,0.999673974
GPAM,0.528839604,-1.144503735,1.133741061,-1.009493062,0.312738227,0.999673974
ACSL5,4.573142971,-0.499918325,0.389556776,-1.283300295,0.19938689,0.999673974
ZDHHC6,4.104665625,-0.177181411,0.423271093,-0.418600311,0.675508262,0.999673974
VTI1A,4.328087221,0.174774454,0.412846601,0.423339936,0.672047261,0.999673974
TCF7L2,1.285999235,0.866350619,0.907768288,0.954374184,0.339894269,0.999673974
CASP7,2.195302736,-0.08939745,0.674557489,-0.132527549,0.894567034,0.999673974
DCLRE1A,0.299913638,-0.009859767,1.539759293,-0.006403447,0.994890823,0.999673974
NHLRC2,1.256566403,0.248262197,0.80077891,0.310025893,0.756541266,0.999673974
CCDC186,8.13381217,-0.077074091,0.331991225,-0.232157013,0.816416065,0.999673974
AFAP1L2,0.22477786,0.182120666,1.90981358,0.095360441,0.924028536,0.999673974
ABLIM1,5.287107619,-0.215838223,0.393644426,-0.54830758,0.583480723,0.999673974
FAM160B1,4.716212437,-0.19024245,0.379289465,-0.501575888,0.615965884,0.999673974
TRUB1,0.79851523,-0.32673245,0.905989003,-0.360636221,0.718371409,0.999673974
PDZD8,3.567970024,-0.70104835,0.476975244,-1.469779322,0.141621531,0.999673974
RAB11FIP2,1.789589636,0.810926547,0.66740313,1.215047565,0.224347951,0.999673974
FAM204A,10.95872739,-0.045390875,0.269268036,-0.168571345,0.866133821,0.999673974
CACUL1,3.535485621,0.284042781,0.434050841,0.654399795,0.512854267,0.999673974
EIF3A,16.8856656,-0.180925622,0.240060298,-0.753667406,0.451048958,0.999673974
DENND10,4.627323834,0.057552468,0.45545049,0.12636383,0.899443932,0.999673974
SFXN4,0.960306414,-1.516003044,0.847999955,-1.787739534,0.07381804,0.999673974
PRDX3,5.956892626,0.037515679,0.394308196,0.095143035,0.924201216,0.999673974
GRK5,1.372349141,-0.444794788,0.733258686,-0.606600095,0.544116337,0.999673974
RGS10,17.72976553,-0.591751823,0.236249688,-2.504772931,0.012253003,0.666256045
TIAL1,11.8875249,-0.458705285,0.253833706,-1.807109432,0.070745218,0.999673974
BAG3,1.624940791,0.303316397,0.795051419,0.381505384,0.702828277,0.999673974
INPP5F,0.574221766,-0.32148901,1.022962691,-0.314272468,0.753314107,0.999673974
MCMBP,3.594998137,0.782094359,0.483591594,1.617262102,0.105821716,0.999673974
SEC23IP,2.734415951,-0.166201441,0.520689875,-0.319194685,0.749578887,0.999673974
WDR11,2.551890943,0.136397681,0.562104872,0.24265522,0.8082725,0.999673974
ATE1,5.14398148,0.307222064,0.39542656,0.776938363,0.437195136,0.999673974
NSMCE4A,5.557092034,-0.066387629,0.348366646,-0.190568269,0.848863852,0.999673974
PLEKHA1,8.213157516,0.055004644,0.345180598,0.159350335,0.873392866,0.999673974
FAM24B,2.127374751,0.446621786,0.728327128,0.613215915,0.539733583,0.999673974
C10orf88,1.106071484,0.465178375,0.887187471,0.524329288,0.60004953,0.999673974
PSTK,1.483069915,-0.48439529,0.909694004,-0.532481568,0.594392504,0.999673974
IKZF5,2.895397388,-0.74388227,0.58469356,-1.27226007,0.203280731,0.999673974
ACADSB,1.713892157,0.022960424,0.645214502,0.035585721,0.971612694,0.999673974
BUB3,22.26452104,0.003296214,0.186343001,0.01768896,0.985886988,0.999673974
OAT,4.131676751,0.277245393,0.393897637,0.703851373,0.481525337,0.999673974
LHPP,2.671962861,0.280472529,0.501430951,0.559344269,0.575926788,0.999673974
FAM53B,5.542479751,-0.177470728,0.354906018,-0.500049924,0.617039925,0.999673974
EEF1AKMT2,3.519040448,-0.193690272,0.45390064,-0.426723946,0.669580407,0.999673974
ABRAXAS2,3.240450095,0.464134226,0.481356388,0.9642216,0.334934837,0.999673974
ZRANB1,1.141814436,-0.529675808,0.842810967,-0.628463356,0.529700445,0.999673974
CTBP2,1.130843782,-0.514853869,1.060181351,-0.485628113,0.62723086,0.999673974
EDRF1,3.406134797,-0.027916598,0.467406501,-0.059726594,0.95237339,0.999673974
UROS,5.846456394,0.210544201,0.355958022,0.59148604,0.554194806,0.999673974
BCCIP,6.08295545,0.116906769,0.365724338,0.319658161,0.749227479,0.999673974
DHX32,0.962892684,-0.676511593,0.925243542,-0.731171375,0.464674482,0.999673974
PTPRE,7.797776602,0.254051723,0.349958012,0.725949155,0.467869941,0.999673974
MKI67,1.041004877,0.57016406,3.005787314,0.189688757,0.849553031,0.999673974
MGMT,7.343993412,-0.476060711,0.415880341,-1.144705975,0.252330976,0.999673974
C10orf143,2.287126608,-0.531108936,0.665956927,-0.797512445,0.425153478,0.999673974
GLRX3,6.70521661,-0.177136967,0.360193887,-0.491782269,0.622873273,0.999673974
PPP2R2D,5.254311226,0.839660649,0.380429976,2.207135874,0.027304568,0.91354751
BNIP3,3.282828378,0.039446561,0.44523017,0.088598131,0.929401293,0.999673974
STK32C,1.838864222,-0.193259048,0.669591264,-0.288622415,0.77287034,0.999673974
LRRC27,0.702938866,1.077220808,1.218135247,0.884319545,0.37652374,0.999673974
PWWP2B,0.614700598,-0.987286169,1.12651876,-0.876404552,0.380810145,0.999673974
INPP5A,0.356523356,-0.742858952,1.30660342,-0.568542023,0.569666979,0.999673974
ADAM8,12.39354671,0.275505703,0.250831292,1.098370546,0.272042719,0.999673974
TUBGCP2,7.647427486,-0.042872433,0.321993066,-0.133147068,0.894077071,0.999673974
ZNF511,7.370087765,-0.051913331,0.314151543,-0.165249327,0.868747742,0.999673974
FUOM,1.877505074,-0.104451729,0.600415749,-0.173965672,0.86189244,0.999673974
ECHS1,6.103889937,0.029206125,0.360728021,0.080964392,0.935470271,0.999673974
PAOX,1.346549031,-0.432118099,0.718603077,-0.601330711,0.547619739,0.999673974
MTG1,6.056274161,-0.312093455,0.349629097,-0.892641539,0.372049167,0.999673974
BET1L,4.621457231,-0.051027757,0.410300366,-0.124366834,0.901024832,0.999673974
RIC8A,5.983586873,0.059133952,0.360914937,0.163844568,0.869853505,0.999673974
SIRT3,1.777955718,-1.170201415,0.775197335,-1.509552939,0.131157537,0.999673974
PSMD13,12.10884765,-0.114546939,0.253751608,-0.451413648,0.651691449,0.999673974
AC136475.3,0.315805948,-1.628179301,1.965536323,-0.828363883,0.407464454,0.999673974
PGGHG,4.37918034,0.073264612,0.537740496,0.136245294,0.891627369,0.999673974
IFITM2,167.1454477,0.679319021,0.154704495,4.391074882,1.13E-05,0.005732503
IFITM1,317.0847633,0.262418225,0.116633587,2.249937021,0.024452943,0.875038743
AC136475.1,1.812164805,-0.845646184,0.662197792,-1.277029603,0.201591796,0.999673974
IFITM3,4.152781805,-0.547301551,0.824576342,-0.663736665,0.506858868,0.999673974
SIGIRR,26.00570977,0.018074602,0.227915205,0.079304065,0.936790773,0.999673974
ANO9,0.855544836,-1.605078398,1.074515091,-1.493769991,0.135235748,0.999673974
PTDSS2,0.858156475,0.997937355,0.951010511,1.049344191,0.294019734,0.999673974
RNH1,12.76942918,0.17746483,0.27161331,0.653373098,0.513515778,0.999673974
HRAS,2.814137307,-0.415606382,0.526679732,-0.789106466,0.430049783,0.999673974
RASSF7,5.937386519,0.233795059,0.419518035,0.557294418,0.577326289,0.999673974
PHRF1,2.479766113,0.336367377,0.552226228,0.609111556,0.542450499,0.999673974
IRF7,4.869583189,0.336445982,0.421461882,0.798283301,0.424706106,0.999673974
DEAF1,2.060952067,0.09452939,0.568828066,0.166182711,0.868013165,0.999673974
EPS8L2,1.82178079,-1.470970688,0.69982792,-2.101903406,0.035561738,0.999670032
TMEM80,2.810172482,-0.972457255,0.583717694,-1.665971865,0.095719018,0.999673974
TALDO1,14.07826239,0.015606501,0.254579603,0.061303031,0.951117877,0.999673974
GATD1,1.272722521,-0.000224143,0.735133978,-0.000304901,0.999756724,0.999756724
AP006621.3,1.031796063,0.672109939,0.823934146,0.815732595,0.414653092,0.999673974
SLC25A22,1.910473942,0.320630397,0.593190088,0.540518805,0.588839296,0.999673974
PIDD1,1.090567024,0.417437899,0.780049409,0.535142894,0.592551051,0.999673974
RPLP2,369.7489526,-0.420078801,0.176347566,-2.382107161,0.017213887,0.764735082
PNPLA2,12.1970617,-0.245537348,0.280080151,-0.876668151,0.380666911,0.999673974
CD151,3.907119129,0.855944094,0.413824345,2.068375397,0.038604737,0.999673974
POLR2L,31.59562315,-0.04100452,0.209698855,-0.195540027,0.844970205,0.999673974
TSPAN4,0.284306445,-0.645168596,1.424404625,-0.452939133,0.650592571,0.999673974
CHID1,3.102415727,-0.591458999,0.597808803,-0.989378203,0.322478135,0.999673974
AP2A2,2.368550369,-0.795176068,0.554257097,-1.43467007,0.151381137,0.999673974
TOLLIP,3.861072567,0.300692804,0.442422458,0.679650859,0.496725558,0.999673974
TOLLIP-AS1,0.969068399,-0.742948019,0.862569234,-0.861319868,0.389061896,0.999673974
MOB2,0.957075459,0.170137227,0.955023971,0.178149693,0.858605417,0.999673974
DUSP8,2.44003741,0.93328664,0.599012683,1.558041534,0.119223403,0.999673974
CTSD,21.81765232,0.517945708,0.202580413,2.556741294,0.010565776,0.616221484
LSP1,94.53585085,0.159049011,0.111304247,1.428957252,0.15301652,0.999673974
MRPL23,1.415692528,0.337251131,0.874813393,0.38551208,0.699858058,0.999673974
ASCL2,10.79627625,0.896571106,0.430190332,2.084126582,0.037148655,0.999673974
C11orf21,4.85521259,1.158430986,0.409006187,2.832306752,0.004621349,0.398310011
TSPAN32,9.396218468,0.49130963,0.308877862,1.590627528,0.111693426,0.999673974
CD81,65.43980064,-0.274877485,0.150811906,-1.822651093,0.068356252,0.999673974
TSSC4,6.129066539,0.005622922,0.348790114,0.016121221,0.987137684,0.999673974
KCNQ1OT1,1.149848196,0.066173173,0.860058377,0.076940328,0.938671016,0.999673974
CDKN1C,0.730532514,-0.281569317,1.031495888,-0.272971827,0.784874872,0.999673974
SLC22A18,1.237581094,0.107274069,0.748782117,0.143264731,0.886081109,0.999673974
NAP1L4,16.75126188,-0.249263826,0.217727048,-1.144845475,0.252273174,0.999673974
AC131971.1,1.629575137,-1.191013535,0.677997586,-1.756663387,0.078975202,0.999673974
CARS,4.941808155,0.096528911,0.362932601,0.265969247,0.790262893,0.999673974
OSBPL5,3.402959327,0.402288742,0.543648799,0.739979089,0.459312683,0.999673974
ZNF195,2.129797037,-0.30494017,0.559494338,-0.545028162,0.585734149,0.999673974
NUP98,4.859236447,-0.088560124,0.382520298,-0.23151745,0.81691283,0.999673974
PGAP2,1.446090293,-0.125652086,0.705933283,-0.177994279,0.858727469,0.999673974
RHOG,23.87114913,-0.089121178,0.193100606,-0.461527179,0.644420426,0.999673974
STIM1,4.274383973,-0.204252567,0.388299004,-0.526018777,0.598875161,0.999673974
AC090587.2,0.758416667,-0.069399506,0.994805944,-0.069761853,0.94438321,0.999673974
RRM1,2.861921122,0.189644274,0.561018174,0.338035884,0.735336147,0.999673974
TRIM21,4.250681696,-0.061984559,0.401469596,-0.154394154,0.877298963,0.999673974
TRIM68,0.700600148,-0.189407227,0.960132997,-0.197271865,0.843614796,0.999673974
TRIM34,1.512713848,-0.700857464,0.71413387,-0.98140908,0.32639105,0.999673974
TRIM5,2.445032884,-0.949948857,0.609178325,-1.559393724,0.118903221,0.999673974
TRIM22,13.83198359,-0.180609641,0.229564855,-0.786747783,0.431429526,0.999673974
FAM160A2,2.264944764,0.649156321,0.571424484,1.136031689,0.255943302,0.999673974
SMPD1,3.864720847,-0.028474223,0.430098398,-0.066203973,0.947215433,0.999673974
APBB1,3.724933588,0.065127504,0.438380636,0.148563825,0.88189782,0.999673974
TRIM3,0.700012497,-0.923599147,0.939585778,-0.982985449,0.3256146,0.999673974
ARFIP2,2.822773782,0.245973399,0.567125927,0.433719191,0.664492369,0.999673974
TIMM10B,3.463481622,-0.586475469,0.487537411,-1.202934289,0.22900175,0.999673974
RRP8,2.662665723,-0.60962361,0.53114404,-1.147755718,0.251069422,0.999673974
ILK,10.26923222,0.234567789,0.284813535,0.823583716,0.410176132,0.999673974
TAF10,37.04455716,0.072093121,0.153687078,0.469090322,0.639005076,0.999673974
TPP1,6.097933073,0.162540553,0.379780791,0.427985188,0.668661905,0.999673974
MRPL17,2.708264567,-0.173901235,0.498050152,-0.349164104,0.726966113,0.999673974
PPFIBP2,0.528659098,-0.764459457,1.119567155,-0.682816975,0.494722502,0.999673974
EIF3F,54.1315004,-0.100100493,0.133214122,-0.751425538,0.452396598,0.999673974
RIC3,2.204702827,-1.338855002,0.818426624,-1.635888868,0.101862848,0.999673974
TRIM66,0.97485717,0.245962612,0.96399676,0.255148795,0.798608178,0.999673974
RPL27A,115.4600963,-0.302393101,0.19028819,-1.589132258,0.112030536,0.999673974
AKIP1,2.277956476,0.068781836,0.546585254,0.125839173,0.899859232,0.999673974
TMEM9B,8.606196285,-0.071966943,0.293680776,-0.245051596,0.806416481,0.999673974
DENND5A,0.386233614,-0.788377906,1.13088382,-0.697134305,0.485718748,0.999673974
TMEM41B,2.663338906,-0.432744516,0.53031826,-0.816009082,0.414494941,0.999673974
IPO7,4.188303042,-0.120947742,0.395354715,-0.305922094,0.759663963,0.999673974
ZNF143,2.711442771,0.041928477,0.4803155,0.087293616,0.930438128,0.999673974
WEE1,1.142546424,-0.626398959,0.786627699,-0.796309308,0.425852277,0.999673974
SWAP70,1.530422006,-1.087929086,0.888344014,-1.224670926,0.220699233,0.999673974
SBF2,1.042297984,-0.684895503,0.791556006,-0.865252109,0.38690043,0.999673974
AMPD3,0.451043562,-0.26272977,1.371489777,-0.191565241,0.848082772,0.999673974
RNF141,1.317220245,-0.276069339,0.762137271,-0.362230466,0.717179814,0.999673974
CTR9,10.7894344,-0.064836544,0.268714649,-0.241283994,0.809335015,0.999673974
EIF4G2,21.54158145,0.023622336,0.19716777,0.119808301,0.904635006,0.999673974
ZBED5,2.427349419,0.094455628,0.50861597,0.185711093,0.852671329,0.999673974
ZBED5-AS1,0.733257508,0.039739476,1.066403681,0.037264947,0.970273755,0.999673974
USP47,7.207048912,0.604240035,0.324150315,1.864073569,0.062311374,0.999673974
MICAL2,1.35685535,-0.001982282,0.821705573,-0.0024124,0.998075185,0.999756724
ARNTL,5.47137993,0.245876345,0.358891152,0.685100046,0.493280792,0.999673974
BTBD10,2.678239802,0.732909789,0.524419577,1.397563748,0.162244111,0.999673974
FAR1,3.899524039,0.289528251,0.442932391,0.653662404,0.51332933,0.999673974
RRAS2,4.09517179,-0.145563481,0.448571604,-0.324504447,0.745556156,0.999673974
COPB1,10.15055271,0.302580573,0.273354133,1.106917862,0.268329442,0.999673974
PSMA1,18.33838986,-0.133802387,0.198694614,-0.673407218,0.500688258,0.999673974
PDE3B,8.978517917,-0.315172534,0.457485117,-0.688924125,0.490871016,0.999673974
CYP2R1,3.094737297,0.207984792,0.493047747,0.421834991,0.673145463,0.999673974
CALCB,0.504408148,0.346229285,1.174529473,0.294781266,0.768160979,0.999673974
C11orf58,24.12591964,-0.128569328,0.188475026,-0.682155781,0.495140452,0.999673974
RPS13,414.4168592,-0.376848381,0.135935477,-2.772259227,0.005566868,0.434375406
PIK3C2A,1.73053562,-0.177497297,0.670606499,-0.264681744,0.791254642,0.999673974
NUCB2,14.51540303,-0.689779242,0.269431505,-2.560128381,0.01046335,0.613600753
SERGEF,2.983925422,-0.345695625,0.486315367,-0.710846601,0.4771793,0.999673974
SAAL1,2.451530167,-0.059859897,0.535888146,-0.111702223,0.911059517,0.999673974
HPS5,1.177735092,1.074443325,0.827566267,1.298316966,0.194178439,0.999673974
GTF2H1,2.819037297,-0.997205761,0.508824802,-1.959821449,0.050016663,0.999673974
LDHA,24.02030008,0.181348103,0.24688733,0.734537907,0.462620966,0.999673974
TSG101,3.484555234,0.491613284,0.509438092,0.965010845,0.33453938,0.999673974
UEVLD,0.995244335,0.63794205,0.889086919,0.717524952,0.473050246,0.999673974
SPTY2D1,3.768917843,-0.236219991,0.488447798,-0.483613585,0.628660131,0.999673974
ZDHHC13,1.724408783,-0.049278379,0.644279806,-0.07648599,0.93903246,0.999673974
HTATIP2,5.616430595,0.540021052,0.366173469,1.474768376,0.140274826,0.999673974
PRMT3,1.437844569,-1.138528677,0.674184794,-1.688748675,0.091267603,0.999673974
FANCF,1.929053655,-0.407620452,0.585410094,-0.696298981,0.486241611,0.999673974
SVIP,6.803288866,-0.141398112,0.43514799,-0.324942584,0.745224527,0.999673974
CCDC34,0.723980772,-1.258071091,0.925545041,-1.359275925,0.17405917,0.999673974
LIN7C,1.833970061,0.067309658,0.629330075,0.10695446,0.914825108,0.999673974
BDNF-AS,0.375341274,0.284276991,1.245181946,0.228301568,0.819411806,0.999673974
METTL15,2.057275125,0.414835812,0.552691388,0.750574048,0.452909045,0.999673974
ARL14EP,4.876874218,-0.661848819,0.3857607,-1.715697887,0.086217352,0.999673974
DNAJC24,2.205036425,-0.005974536,0.548917036,-0.010884224,0.991315817,0.999673974
IMMP1L,3.075223748,0.308599483,0.478628667,0.644757624,0.519084267,0.999673974
ELP4,2.386955798,-0.564132835,0.586710384,-0.96151841,0.336291574,0.999673974
RCN1,2.030250448,-0.188817299,0.593894192,-0.317930872,0.750537374,0.999673974
EIF3M,18.56672488,-0.035893332,0.210201808,-0.170756533,0.864415209,0.999673974
QSER1,0.707530741,0.050048109,0.890159196,0.056223773,0.955163543,0.999673974
TCP11L1,1.578937992,0.102919395,0.752513624,0.136767484,0.891214586,0.999673974
LINC00294,0.471114929,0.134857256,1.1791836,0.114364935,0.908948509,0.999673974
CSTF3,1.4292355,-0.556334319,0.692780769,-0.803045269,0.42194857,0.999673974
HIPK3,4.267040596,-0.409386291,0.424583184,-0.9642075,0.334941905,0.999673974
CD59,2.794632724,-0.231587446,0.58562494,-0.395453524,0.692508215,0.999673974
FBXO3,4.93228282,-0.333281735,0.36290918,-0.918361267,0.358429762,0.999673974
CAPRIN1,7.792448098,-0.099859934,0.400878516,-0.249102733,0.803281316,0.999673974
