gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
APBA3,3.908190515,0.26629874,0.416047007,0.640068874,0.522127824,0.999673974
MRPL54,15.83269374,0.045702152,0.217278518,0.210339025,0.833403079,0.999673974
MATK,27.22594572,0.293491326,0.175696729,1.670442748,0.094831798,0.999673974
DAPK3,2.150891043,0.664956212,0.606463596,1.096448685,0.272882468,0.999673974
EEF2,110.2060237,-0.322374019,0.111731771,-2.885249346,0.003911038,0.363255442
PIAS4,2.695449787,0.147756822,0.588733986,0.250973829,0.801834343,0.999673974
ZBTB7A,18.62447848,0.619982641,0.224008226,2.767678005,0.00564572,0.434375406
MAP2K2,22.30039257,0.072303229,0.239517569,0.301870254,0.762750972,0.999673974
SIRT6,1.641111077,-1.17165296,0.732234388,-1.60010644,0.109574973,0.999673974
YJU2,2.356457845,0.421302047,0.539637761,0.780712687,0.434971497,0.999673974
MPND,1.522913004,-0.474539071,0.65910244,-0.719977719,0.471538714,0.999673974
SH3GL1,3.330465688,-0.314648708,0.5219642,-0.602816644,0.546630673,0.999673974
CHAF1A,1.297049936,1.124265559,0.699674266,1.606841373,0.10808917,0.999673974
UBXN6,1.890135354,0.259160998,0.592686421,0.437264949,0.661919212,0.999673974
HDGFL2,3.740776073,-0.099361111,0.428528878,-0.231865613,0.816642393,0.999673974
TNFAIP8L1,0.742320303,-0.946850075,1.141608703,-0.82939984,0.406878192,0.999673974
MYDGF,12.31876921,-0.02100537,0.244777493,-0.085814139,0.931614167,0.999673974
DPP9,4.650435961,0.959706077,0.430865974,2.227388873,0.025921295,0.889575518
FEM1A,1.124164032,-0.052863903,0.757093665,-0.069824786,0.944333119,0.999673974
TICAM1,1.835295665,-1.257969855,0.676032757,-1.860811982,0.062770733,0.999673974
PLIN3,1.410368774,-0.329341427,0.711483966,-0.462893675,0.643440582,0.999673974
KDM4B,2.051060306,0.26913496,0.597690291,0.450291671,0.652500144,0.999673974
SAFB2,7.067329751,-0.307691533,0.345895759,-0.889549887,0.373707625,0.999673974
SAFB,7.436889979,-0.345300792,0.348746957,-0.990118438,0.322116232,0.999673974
RPL36,355.7720572,-0.380739165,0.183673388,-2.072914154,0.03818027,0.999673974
MICOS13,14.75454034,-0.074066779,0.283705614,-0.261069135,0.794039193,0.999673974
LONP1,1.792321288,-0.267686101,0.619661688,-0.431987496,0.665750501,0.999673974
DUS3L,3.895848317,-0.222811006,0.511388264,-0.435698318,0.663055626,0.999673974
NDUFA11,33.25444073,0.032756149,0.178313456,0.183699815,0.854248954,0.999673974
VMAC,1.899348458,-0.695550185,0.671537964,-1.035757056,0.300315497,0.999673974
CAPS,0.744055678,-0.780777175,1.007138415,-0.775243167,0.438195985,0.999673974
RANBP3,2.869995529,0.544816021,0.52421642,1.039295985,0.298667102,0.999673974
MLLT1,1.358390389,-1.103584132,0.735991027,-1.499453243,0.13375609,0.999673974
CLPP,8.665711834,-0.311040456,0.306538421,-1.014686689,0.310255201,0.999673974
ALKBH7,14.29082355,-0.343317975,0.237977386,-1.442649577,0.14911921,0.999673974
GTF2F1,7.154399095,-0.329764092,0.325019399,-1.014598184,0.310297405,0.999673974
KHSRP,2.892965205,-0.126129089,0.59211451,-0.21301469,0.831315505,0.999673974
SLC25A23,1.870661282,0.012566018,0.618332167,0.020322439,0.983786155,0.999673974
DENND1C,9.868554483,-0.077290017,0.26503114,-0.291626173,0.770572462,0.999673974
TUBB4A,1.033461189,-0.160763974,0.855515493,-0.187914743,0.850943486,0.999673974
TNFSF9,1.477183659,-1.617549101,1.130595497,-1.430705417,0.15251466,0.999673974
CD70,1.686741547,-0.266093491,0.824892148,-0.322579736,0.747013543,0.999673974
TNFSF14,2.520237121,0.828227754,0.614898036,1.346935111,0.178001132,0.999673974
GPR108,7.447903646,0.567070824,0.330782433,1.714331741,0.086467817,0.999673974
TRIP10,0.62254952,0.960189833,1.090107131,0.880821532,0.378414424,0.999673974
SH2D3A,1.670453295,-0.210364255,0.851430519,-0.247071546,0.804852854,0.999673974
VAV1,4.420786083,0.07805852,0.386002451,0.202222862,0.839742501,0.999673974
ZNF557,1.500072425,-0.748762344,0.724125989,-1.034022194,0.301125788,0.999673974
AC119396.1,6.797396726,-0.742266064,0.411701385,-1.802923408,0.071400244,0.999673974
ARHGEF18,2.538408501,-0.982160024,0.549725082,-1.786638553,0.073995926,0.999673974
ZNF358,1.3642849,-0.956944809,0.80169204,-1.193656369,0.232612414,0.999673974
MCOLN1,1.119439925,0.453969142,0.79001767,0.574631631,0.565540455,0.999673974
PNPLA6,3.161930334,0.28515581,0.468731539,0.608356354,0.542951153,0.999673974
XAB2,5.276868054,0.034035351,0.38929528,0.087428112,0.930331225,0.999673974
PET100,22.76281881,-0.053501747,0.22603868,-0.236692883,0.812895056,0.999673974
STXBP2,12.90409038,0.111978449,0.234195269,0.478141379,0.632549582,0.999673974
TRAPPC5,19.00450546,0.180330839,0.205172373,0.878923591,0.379442707,0.999673974
EVI5L,0.679455617,0.836679828,0.971230211,0.861463965,0.38898256,0.999673974
MAP2K7,4.367203173,0.189573642,0.40083784,0.472943479,0.636253504,0.999673974
TGFBR3L,1.150294524,0.742881837,0.821310132,0.904508307,0.365725932,0.999673974
SNAPC2,2.698211885,-0.22982919,0.551265736,-0.4169118,0.676742922,0.999673974
TIMM44,1.756875676,0.284244206,0.650661365,0.436854285,0.662217027,0.999673974
ELAVL1,5.176646193,-0.334350643,0.357352691,-0.935632085,0.349462649,0.999673974
CERS4,1.994441664,-0.335090518,0.687419665,-0.48746135,0.625931426,0.999673974
CD320,13.60115494,0.832260206,0.337353543,2.467026723,0.013624019,0.714494203
NDUFA7,13.05057931,-0.388328125,0.255660293,-1.518922323,0.128782049,0.999673974
RPS28,673.4575055,-0.385131722,0.175353143,-2.196320604,0.028069004,0.915009106
KANK3,0.445417719,0.641396356,1.078805286,0.594543208,0.552148852,0.999673974
RAB11B-AS1,0.955348131,0.803336757,0.934744323,0.859418707,0.390109553,0.999673974
RAB11B,15.46659236,-0.117618696,0.231387361,-0.50831945,0.611229332,0.999673974
2-Mar,4.370205358,0.085754115,0.430600127,0.199150231,0.842145229,0.999673974
HNRNPM,18.58522651,-0.137800079,0.25365717,-0.543253238,0.586955456,0.999673974
ZNF414,3.532840725,0.086225416,0.488325117,0.176573788,0.859843185,0.999673974
MYO1F,23.23322767,0.277895654,0.202020809,1.375579349,0.168951904,0.999673974
ADAMTS10,1.42387646,-0.013555113,0.868354127,-0.015610121,0.987545431,0.999673974
ZNF558,1.077421202,-1.004271177,0.923170646,-1.087849989,0.276661337,0.999673974
ZNF317,1.161386349,0.013901499,0.793551281,0.017518086,0.986023305,0.999673974
ZNF699,2.585944822,0.057981752,0.587529286,0.098687425,0.921386453,0.999673974
ZNF559,1.8270798,-1.537553281,0.738609746,-2.081685613,0.037371196,0.999673974
ZNF266,1.88883817,-0.147311392,0.587022194,-0.250946886,0.801855174,0.999673974
ZNF426,1.502950731,0.08026526,0.719923476,0.111491377,0.911226703,0.999673974
ZNF121,2.022554966,0.061643307,0.611764865,0.100763072,0.919738542,0.999673974
ZNF561,1.180085712,0.045526282,0.89197445,0.051039894,0.959293731,0.999673974
ZNF561-AS1,0.506298429,-0.844273134,1.256099255,-0.67213887,0.501495293,0.999673974
ZNF562,0.617572595,-0.660585056,0.958848284,-0.688935953,0.490863573,0.999673974
ZNF846,1.164397008,-0.938621513,0.831965597,-1.128197508,0.259236516,0.999673974
FBXL12,2.450564361,0.300927187,0.552821636,0.544347703,0.586202226,0.999673974
UBL5,53.80154783,-0.01763975,0.141779656,-0.124416648,0.900985392,0.999673974
PIN1,13.96479697,0.145839231,0.240786799,0.605677851,0.544728695,0.999673974
OLFM2,0.81645397,-0.612721401,0.879907331,-0.696347648,0.48621114,0.999673974
SHFL,14.74565799,-0.100751472,0.227212751,-0.443423496,0.657459444,0.999673974
ANGPTL6,0.167095216,-0.060996497,2.03401529,-0.02998822,0.976076448,0.999673974
PPAN,3.759448832,-0.711116676,0.476033471,-1.493837554,0.135218083,0.999673974
P2RY11,0.344770962,0.98594377,1.339647681,0.735972438,0.461747471,0.999673974
EIF3G,44.01077675,-0.208398387,0.143399282,-1.45327358,0.14614781,0.999673974
DNMT1,11.35358371,0.020696883,0.259779071,0.079671096,0.936498848,0.999673974
MRPL4,7.991552502,0.306082158,0.299706744,1.021272175,0.307125505,0.999673974
ICAM1,0.890898364,-0.925853658,0.979763112,-0.944977053,0.344670591,0.999673974
FDX2,1.911862677,-0.787935746,0.628430298,-1.253815656,0.209909017,0.999673974
RAVER1,3.239960847,-0.209194504,0.487492827,-0.429123246,0.667833536,0.999673974
AC114271.1,0.918239218,0.487649204,0.87880444,0.554900707,0.578962579,0.999673974
ICAM3,35.37364825,-0.040749459,0.189184142,-0.215395746,0.829458787,0.999673974
TYK2,3.469683951,-0.191764541,0.491376259,-0.390260086,0.696344235,0.999673974
CDC37,28.56167536,-0.214593101,0.172498413,-1.244029423,0.213488734,0.999673974
PDE4A,1.56405506,0.046413188,0.780055689,0.059499839,0.952553993,0.999673974
KEAP1,6.07399816,0.184364698,0.351891251,0.52392521,0.60033056,0.999673974
S1PR5,16.72967685,0.869474645,0.301211122,2.886595416,0.003894346,0.363255442
ATG4D,3.619134292,0.043191152,0.451435164,0.095675205,0.923778534,0.999673974
KRI1,5.419105901,-0.009407608,0.379193829,-0.024809497,0.980206916,0.999673974
CDKN2D,19.63412469,-0.098905866,0.293453493,-0.337041024,0.736085975,0.999673974
SLC44A2,10.39009979,-0.115034956,0.262052659,-0.438976489,0.660678572,0.999673974
ILF3-DT,4.987901326,-0.388918269,0.392377763,-0.991183258,0.321596104,0.999673974
ILF3,14.3913743,0.103447493,0.236917264,0.436639742,0.662372636,0.999673974
QTRT1,3.384976723,-0.362311208,0.514951505,-0.703583162,0.4816924,0.999673974
DNM2,10.94801487,-0.011488607,0.26266254,-0.043739039,0.96511242,0.999673974
TMED1,1.654789973,-0.094239845,0.676933,-0.139215912,0.889279535,0.999673974
CARM1,1.774673333,1.31417475,0.684467828,1.919994917,0.054858541,0.999673974
YIPF2,2.352730484,0.531914783,0.54916514,0.968588033,0.332750777,0.999673974
TIMM29,1.582723831,-0.626622693,0.631630084,-0.992072274,0.321162271,0.999673974
SMARCA4,5.85837774,0.21384776,0.349203572,0.612387092,0.54028168,0.999673974
LDLR,0.737692853,0.724367684,0.973841679,0.743824894,0.456982418,0.999673974
TMEM205,4.304440639,0.268978541,0.40875849,0.658037808,0.510513837,0.999673974
CCDC159,2.11491538,0.41974429,0.575466228,0.72939865,0.465757843,0.999673974
SWSAP1,1.182371412,0.734826918,0.76399283,0.961824363,0.336137838,0.999673974
EPOR,1.576232076,-0.635064821,0.713284958,-0.890338165,0.373284334,0.999673974
PRKCSH,10.26166498,-0.147187027,0.276597131,-0.532135047,0.594632466,0.999673974
ZNF653,0.278867812,-0.277669045,1.557757334,-0.17824923,0.858527249,0.999673974
ECSIT,3.798118398,-0.510661485,0.440078927,-1.160386132,0.24589163,0.999673974
ELOF1,5.508240087,0.271269382,0.355376443,0.763329666,0.445266814,0.999673974
ZNF627,0.659836542,0.436343669,1.030201582,0.423551736,0.67189276,0.999673974
ACP5,2.716365551,-0.547065059,0.550132597,-0.994424002,0.320016488,0.999673974
ZNF823,0.900769649,0.707916429,0.923819041,0.766293394,0.443501748,0.999673974
ZNF441,1.007701386,-0.071366841,0.968833608,-0.073662639,0.941278827,0.999673974
ZNF700,1.934432065,-0.305068635,0.59982237,-0.508598295,0.611033824,0.999673974
ZNF433-AS1,2.343271736,-0.597875366,0.600634745,-0.995405895,0.319538893,0.999673974
ZNF20,0.136928313,0.459023189,2.142379127,0.214258617,0.830345388,0.999673974
ZNF136,1.964679097,0.682143997,0.662259969,1.030024505,0.302998503,0.999673974
ZNF44,1.662358094,-0.027536619,0.64020646,-0.043012092,0.965691895,0.999673974
ZNF442,0.192628764,-0.085480971,2.02060345,-0.042304674,0.966255819,0.999673974
ZNF799,0.510168062,-1.496285674,1.180247567,-1.267772725,0.204879125,0.999673974
ZNF709,0.642455914,-1.39670168,1.217933102,-1.146780293,0.251472436,0.999673974
ZNF564,2.459467201,-0.275581729,0.609716659,-0.451983269,0.651281036,0.999673974
ZNF490,1.466469141,-0.263501518,0.694153245,-0.379601363,0.704241349,0.999673974
ZNF791,3.59811004,-0.085106373,0.444396328,-0.191510073,0.848125989,0.999673974
MAN2B1,6.356999043,-0.081759361,0.371818498,-0.219890516,0.825956423,0.999673974
WDR83,2.332311961,0.702118322,0.602715326,1.164925283,0.244049238,0.999673974
WDR83OS,32.44809285,0.188777827,0.161966087,1.165539221,0.243800794,0.999673974
DHPS,7.563308962,-0.141204,0.353551294,-0.399387592,0.689607635,0.999673974
FBXW9,0.254824355,0.525971761,1.520525511,0.34591446,0.729407001,0.999673974
TNPO2,0.553453154,0.626070074,1.030088375,0.607782875,0.543331488,0.999673974
TRIR,55.15380808,-0.04957329,0.131732054,-0.376319118,0.706679668,0.999673974
GET3,10.36317939,0.271590205,0.315135252,0.861821086,0.38878598,0.999673974
HOOK2,3.047670159,-0.576195987,0.527182468,-1.09297259,0.274405835,0.999673974
JUNB,49.79721807,-0.703724806,0.392305576,-1.793818005,0.072842222,0.999673974
PRDX2,22.17343786,0.277695182,0.236907331,1.172167958,0.24112963,0.999673974
THSD8,0.205578093,-0.494462615,1.647380066,-0.300150903,0.764062053,0.999673974
RNASEH2A,1.242589593,0.340665795,0.763956326,0.445923129,0.655652774,0.999673974
DNASE2,5.434892334,0.687719572,0.368590266,1.865810455,0.062067889,0.999673974
GCDH,3.202921658,0.041775027,0.496792879,0.084089424,0.932985333,0.999673974
FARSA,4.571428089,0.189071758,0.397804597,0.475288017,0.634581699,0.999673974
CALR,49.07376835,0.378900143,0.18773702,2.018249478,0.043565286,0.999673974
AC092069.1,0.13294433,0.557013702,2.15369438,0.258631729,0.7959194,0.999673974
RAD23A,18.8448635,0.116955664,0.219138653,0.533706227,0.5935448,0.999673974
GADD45GIP1,13.83479496,-0.194734102,0.252263759,-0.771946406,0.44014617,0.999673974
LYL1,0.281476832,-1.406253093,1.864140346,-0.754370826,0.450626584,0.999673974
TRMT1,3.479831436,-0.942819693,0.49490445,-1.905053983,0.056773054,0.999673974
NACC1,1.951543027,-0.423720459,0.595142409,-0.711964822,0.47648656,0.999673974
STX10,7.810364687,0.129039148,0.323883514,0.398412215,0.690326356,0.999673974
IER2,25.96888961,0.083576385,0.199561245,0.418800679,0.675361808,0.999673974
AC011446.2,2.039877901,0.095962337,0.630756273,0.152138538,0.879077669,0.999673974
CCDC130,4.315952659,0.337341863,0.414083429,0.814671246,0.415260517,0.999673974
MRI1,1.683958951,-0.348479148,0.67702839,-0.514718663,0.60674963,0.999673974
C19orf53,28.37463365,-0.242450547,0.17321939,-1.399673257,0.161611186,0.999673974
CC2D1A,3.117496585,0.09606793,0.580770025,0.165414753,0.868617542,0.999673974
DCAF15,4.390334219,0.330978711,0.414301809,0.798883094,0.424358203,0.999673974
RFX1,1.985102187,0.390124325,0.665370808,0.586326182,0.55765634,0.999673974
IL27RA,7.280938336,-0.573384725,0.392238442,-1.461826948,0.143788638,0.999673974
MISP3,0.822353021,-0.048511193,1.010229266,-0.048019984,0.961700316,0.999673974
SAMD1,4.11201377,0.569315939,0.423254651,1.345090807,0.178595912,0.999673974
PRKACA,3.28997031,-0.127017692,0.482968483,-0.262993748,0.792555398,0.999673974
AC022098.1,0.993561456,0.83862338,0.931456983,0.900335062,0.367941967,0.999673974
ADGRL1,0.267199121,0.545620014,1.350012317,0.404159286,0.686095591,0.999673974
ADGRE5,24.86214477,0.344805064,0.191718801,1.798493736,0.0720988,0.999673974
DDX39A,9.701111736,0.250729774,0.293613799,0.853944109,0.393135958,0.999673974
PKN1,18.04907335,0.113028588,0.223512137,0.505693292,0.613071978,0.999673974
GIPC1,3.423894061,-0.159772531,0.464377838,-0.344057185,0.730803281,0.999673974
DNAJB1,20.51966761,-0.443308059,0.365474888,-1.212964484,0.2251434,0.999673974
TECR,20.54102151,-0.451246609,0.222833569,-2.025038739,0.042863387,0.999673974
NDUFB7,29.96184845,0.291460292,0.219699546,1.326631286,0.184630681,0.999673974
ZNF333,1.738071297,0.020970278,0.713982608,0.029370853,0.976568819,0.999673974
ADGRE2,0.307675728,0.204870267,1.383164008,0.148117118,0.88225034,0.999673974
ILVBL,1.645976337,-0.007390374,0.650054848,-0.011368847,0.990929168,0.999673974
BRD4,16.00362789,-0.163680263,0.220303221,-0.742977166,0.457495505,0.999673974
AKAP8,2.276468332,0.41412237,0.553956447,0.747572073,0.454718315,0.999673974
AKAP8L,7.622885452,0.347173432,0.305616404,1.135977741,0.25596588,0.999673974
WIZ,1.150614959,-0.159241949,0.760334911,-0.209436588,0.834107433,0.999673974
RASAL3,22.43590038,0.288002301,0.184577114,1.560335918,0.11868052,0.999673974
CYP4F22,0.443496085,0.142576649,1.364183151,0.104514301,0.91676122,0.999673974
TPM4,10.30310091,0.951141055,0.444678235,2.138942226,0.032440348,0.96444521
RAB8A,9.50187491,0.205127865,0.295275962,0.694698829,0.487244062,0.999673974
HSH2D,2.974648129,-0.378341604,0.495420387,-0.763677907,0.44505921,0.999673974
FAM32A,6.014450299,-0.192565232,0.348289295,-0.552888747,0.580339593,0.999673974
AP1M1,9.582014937,0.166752524,0.325633605,0.512086348,0.608590578,0.999673974
KLF2,180.4886793,0.157474096,0.119744032,1.315089308,0.18847989,0.999673974
EPS15L1,3.741294358,0.054224228,0.430864473,0.125849847,0.899850783,0.999673974
CHERP,2.72116771,-0.620395897,0.516880188,-1.20027022,0.230034412,0.999673974
SLC35E1,1.521964229,0.105338015,0.814615409,0.129310118,0.897112265,0.999673974
MED26,1.095513521,0.385197578,0.808047938,0.476701393,0.633574771,0.999673974
SMIM7,6.173058838,-0.282533903,0.411221896,-0.687059483,0.492045245,0.999673974
AC024075.2,0.474368652,-0.029132311,1.405829506,-0.020722506,0.983467015,0.999673974
SIN3B,2.490321871,0.669387214,0.549167024,1.218913709,0.222876946,0.999673974
HAUS8,0.914673985,0.185443254,0.94539574,0.196154104,0.84448955,0.999673974
MYO9B,8.683484591,0.0996563,0.294219883,0.338713682,0.734825432,0.999673974
USE1,4.378301771,-0.230076012,0.412741848,-0.557433206,0.577231483,0.999673974
OCEL1,2.199244791,-0.349236373,0.541819243,-0.644562513,0.519210735,0.999673974
NR2F6,0.677948564,-0.435590793,0.97971745,-0.444608589,0.656602639,0.999673974
BABAM1,9.712672665,0.324004351,0.268984089,1.204548385,0.228377693,0.999673974
ABHD8,0.84785747,0.365725634,1.124544586,0.325221106,0.745013736,0.999673974
MRPL34,12.12231744,0.322174817,0.237011055,1.359324009,0.174043939,0.999673974
DDA1,4.535488444,0.171480075,0.429428007,0.399322058,0.689655916,0.999673974
GTPBP3,1.000166685,-0.955206008,0.885610716,-1.078584519,0.280772986,0.999673974
BST2,21.86729434,-0.086230747,0.212115606,-0.40652712,0.684355334,0.999673974
BISPR,2.535768613,0.273021723,0.484099628,0.563978378,0.572768848,0.999673974
MVB12A,3.856090701,-0.02944914,0.425516786,-0.06920794,0.944824103,0.999673974
SLC27A1,0.412860609,1.683716668,1.10952942,1.517505203,0.129139181,0.999673974
AC010618.3,0.662446649,1.252790557,0.929789105,1.347392166,0.177853962,0.999673974
PGLS,15.01124662,-0.266188614,0.229379464,-1.160472733,0.245856389,0.999673974
NIBAN3,0.404626734,-0.896431838,1.662993338,-0.539047161,0.589854313,0.999673974
COLGALT1,1.367990407,0.008197638,0.811762799,0.010098564,0.991942649,0.999673974
MAP1S,2.433425019,-0.186504439,0.543045397,-0.343441709,0.731266186,0.999673974
FCHO1,2.33557861,0.059706779,0.548927182,0.108769944,0.913384964,0.999673974
JAK3,7.194609801,0.017042126,0.370630054,0.0459815,0.963324995,0.999673974
RPL18A,529.9846222,-0.317107957,0.139071217,-2.280183959,0.02259678,0.858275575
CCDC124,10.15840689,0.54449828,0.277352035,1.963202757,0.049622619,0.999673974
ARRDC2,6.366192719,0.558156977,0.356439238,1.565924615,0.117366266,0.999673974
IL12RB1,5.822542358,0.655686486,0.382142806,1.715815334,0.086195847,0.999673974
MAST3,2.699388561,-0.057094163,0.644012184,-0.088653855,0.929357007,0.999673974
PIK3R2,1.909718168,-0.167801328,0.643296132,-0.260846163,0.794211143,0.999673974
IFI30,4.80356055,-0.255836305,0.511820933,-0.499855102,0.617177108,0.999673974
MPV17L2,0.929556539,0.212715854,0.806827576,0.26364475,0.792053673,0.999673974
RAB3A,0.507760096,0.408203703,1.040760684,0.392216683,0.694898118,0.999673974
JUND,47.69450324,-0.313796196,0.183826359,-1.707025035,0.087817399,0.999673974
LSM4,11.46865672,-0.092454834,0.252441972,-0.366241927,0.714184559,0.999673974
PGPEP1,2.190363637,0.742406136,0.606309948,1.224466361,0.220776349,0.999673974
SSBP4,31.97547769,0.394723756,0.164668036,2.397087898,0.016525959,0.757567487
ISYNA1,2.328150193,0.337843683,0.598211762,0.564756002,0.572239737,0.999673974
ELL,2.646658367,0.722498709,0.599882171,1.204401036,0.228434612,0.999673974
FKBP8,27.78992699,-0.153878063,0.180647728,-0.851812885,0.394317954,0.999673974
KXD1,8.289626983,0.208660738,0.324254504,0.643509142,0.519893784,0.999673974
UBA52,202.6473681,-0.152229958,0.116852556,-1.302752495,0.192659274,0.999673974
REX1BD,20.58142839,-0.061504493,0.240870782,-0.255342274,0.798458752,0.999673974
KLHL26,0.436268655,-1.282579386,1.18164475,-1.085418766,0.277736225,0.999673974
CRTC1,1.422820134,0.948356527,0.712254449,1.331485578,0.183029287,0.999673974
UPF1,3.731985591,-0.20974282,0.455488449,-0.460478901,0.645172513,0.999673974
COPE,27.8083527,-0.009346292,0.186258911,-0.050179035,0.959979718,0.999673974
DDX49,3.176498425,-0.376642366,0.514470112,-0.732097661,0.464108961,0.999673974
SUGP2,2.958680346,-0.120627049,0.478615363,-0.252033382,0.801015261,0.999673974
ARMC6,2.36752066,-0.232120867,0.601107667,-0.386155226,0.699381711,0.999673974
SLC25A42,3.988321896,0.417656273,0.476155121,0.877143298,0.38040881,0.999673974
TMEM161A,2.494369871,-0.738417786,0.573292336,-1.288030104,0.197735484,0.999673974
BORCS8,3.208630958,-0.658170639,0.486157877,-1.353820786,0.17579356,0.999673974
RFXANK,4.143834916,-0.423433837,0.495982237,-0.853727826,0.393255813,0.999673974
NR2C2AP,1.88446619,-0.703974553,0.665926487,-1.057135535,0.290449736,0.999673974
SUGP1,2.278485801,-0.241065433,0.598286048,-0.402926716,0.687002137,0.999673974
MAU2,3.342382158,-0.473230575,0.486755444,-0.972214243,0.330943976,0.999673974
GATAD2A,5.997581254,0.303575538,0.35313459,0.859659595,0.389976714,0.999673974
NDUFA13,46.42083221,-0.13795257,0.147549775,-0.934956155,0.349810895,0.999673974
PBX4,2.582679726,-0.992997343,0.683199015,-1.453452538,0.146098148,0.999673974
LPAR2,1.329334703,-1.213703312,0.788179984,-1.539880911,0.123589385,0.999673974
GMIP,6.726780161,0.554024643,0.339846423,1.630220611,0.103054879,0.999673974
ATP13A1,3.081904421,-0.40235994,0.488857005,-0.823062646,0.41047237,0.999673974
ZNF101,3.536161855,-0.500513569,0.481079026,-1.04039782,0.298155114,0.999673974
ZNF14,0.995147234,-0.702725494,0.833590109,-0.843010835,0.399222384,0.999673974
ZNF506,2.603889764,-0.57450584,0.582903892,-0.985592733,0.324333005,0.999673974
ZNF253,1.176174635,-0.470532919,0.811367655,-0.579925655,0.561964754,0.999673974
ZNF682,0.881795405,-0.663427282,0.924319149,-0.717746985,0.472913307,0.999673974
AC011447.3,0.273584441,-0.302743568,1.652781087,-0.183172212,0.854662897,0.999673974
ZNF486,0.70395624,-1.574650782,1.229870174,-1.280339027,0.200425928,0.999673974
ZNF737,2.482041224,0.079473397,0.56981373,0.13947259,0.889076714,0.999673974
ZNF626,2.125532349,-0.251721255,0.671154109,-0.375057311,0.707617845,0.999673974
ZNF66,1.389805392,0.486135504,0.68806907,0.706521372,0.479863966,0.999673974
ZNF85,1.191822346,0.852062587,0.869788255,0.979620708,0.327273379,0.999673974
ZNF430,4.056974817,-0.175469353,0.420843265,-0.416947039,0.676717146,0.999673974
ZNF714,1.131435611,0.080963206,0.800163695,0.101183303,0.919404951,0.999673974
ZNF431,5.898687512,-0.287749911,0.409905213,-0.701991343,0.482684563,0.999673974
ZNF708,3.857197854,0.485147611,0.451985953,1.073368779,0.283105687,0.999673974
ZNF738,1.830438649,0.468774732,0.631584735,0.742219858,0.457954139,0.999673974
ZNF493,3.889620925,-0.105297982,0.413520081,-0.254638136,0.799002602,0.999673974
ZNF429,2.333544301,-0.412786364,0.543764044,-0.75912773,0.447776153,0.999673974
ZNF100,1.538842372,-0.327777597,0.637201845,-0.514401519,0.606971298,0.999673974
ZNF43,1.529529429,0.528082281,0.735566522,0.717925932,0.472802957,0.999673974
ZNF208,0.255704974,0.284034892,1.636046026,0.173610575,0.862171521,0.999673974
ZNF724,0.555207626,0.457840996,1.037749009,0.441186638,0.659077886,0.999673974
AC092329.4,0.327380664,-0.194844348,1.525559184,-0.127719953,0.898370599,0.999673974
ZNF91,4.471948204,0.086689546,0.429940865,0.201631324,0.840204955,0.999673974
ZNF675,1.38514678,-0.005857538,0.669973362,-0.008742941,0.993024231,0.999673974
AC092279.1,0.740912673,-1.034613783,0.888538725,-1.164399203,0.24426227,0.999673974
ZNF254,1.098792694,0.084205169,0.749251741,0.112385684,0.910517606,0.999673974
LINC00662,2.009057762,-0.265678997,0.676073083,-0.392973782,0.694338846,0.999673974
UQCRFS1,19.26810513,-0.156956809,0.208837614,-0.751573466,0.452307605,0.999673974
POP4,6.231439163,-0.039871311,0.340374251,-0.11713962,0.906749413,0.999673974
PLEKHF1,11.02309352,0.579157663,0.28335846,2.043904609,0.040962972,0.999673974
C19orf12,4.994363494,-0.105532595,0.390285547,-0.270398418,0.786853757,0.999673974
URI1,16.57399929,-0.129867174,0.231287814,-0.561495964,0.574459481,0.999673974
TSHZ3,0.663334772,1.422211501,1.00042332,1.421609705,0.155139586,0.999673974
ZNF507,3.105040788,0.037523887,0.485594161,0.077274172,0.938405437,0.999673974
PDCD5,14.09747966,0.257181658,0.271614377,0.946863199,0.343708492,0.999673974
ANKRD27,2.062850973,-0.600290996,0.584560194,-1.026910492,0.304462614,0.999673974
NUDT19,0.537674178,-0.443929607,1.065205139,-0.416755037,0.676857593,0.999673974
CEP89,1.114701038,-0.294114843,0.833134893,-0.353021876,0.724072041,0.999673974
GPATCH1,1.068311909,0.340326463,0.872594104,0.390016917,0.696524037,0.999673974
CEBPA,1.052175237,0.487623,0.780567597,0.624703103,0.532165936,0.999673974
CEBPG,2.672752837,-0.047284786,0.571399608,-0.08275257,0.934048283,0.999673974
PEPD,8.64420218,0.349673599,0.304196715,1.149498274,0.250350578,0.999673974
LSM14A,18.39186623,-0.013677406,0.204236093,-0.066968603,0.946606699,0.999673974
KIAA0355,0.965052561,-0.205541378,0.84308632,-0.243796362,0.807388538,0.999673974
GPI,19.19072171,0.300619885,0.227092968,1.323774525,0.185577939,0.999673974
PDCD2L,0.860636374,0.933375138,0.846242112,1.102964653,0.270042515,0.999673974
UBA2,8.034764227,-0.466131816,0.295868983,-1.575466986,0.115148693,0.999673974
ZNF302,2.949265831,-1.428901023,0.529796254,-2.697076496,0.00699512,0.487966764
ZNF181,1.099842246,2.014627661,0.867076952,2.323470433,0.020153894,0.821001958
ZNF599,0.629207076,-1.258336318,1.054107098,-1.193746177,0.232577271,0.999673974
AC008555.4,4.720225993,0.02088619,0.38316093,0.054510229,0.956528659,0.999673974
ZNF792,0.737090664,-0.7447611,1.03842383,-0.717203399,0.473248602,0.999673974
